translated_words,Label,Words
"Children, but I like it because we really like our support company, but each company is a company's information, but I honestly feel that our company is not a company from the birth of our company.",0.0,"['Children', 'like', 'really', 'like', 'support', 'company', 'company', 'company', 'information', 'honestly', 'feel', 'company', 'company', 'birth', 'company']"
"I have to prepare for the sleep, so I can hear it from the beginning.I can send it to Joseon.",1.0,"['prepare', 'sleep', 'hear', 'beginningI', 'send', 'Joseon']"
"I called it before, and I'm going to be responsible for the recording status again.As I mentioned before, I woke up around most of the steals of the steals.It is called a crime crime Kim Ho -cheol investigator.",1.0,"['called', 'Im', 'going', 'responsible', 'recording', 'status', 'againAs', 'mentioned', 'woke', 'around', 'steal', 'stealsIt', 'called', 'crime', 'crime', 'Kim', 'Ho', 'cheol', 'investigator']"
"I don't know if it's a YouTube or uploading anyway, so it's a project to shoot a video, but where is it?",0.0,"['dont', 'know', 'YouTube', 'uploading', 'anyway', 'project', 'shoot', 'video']"
"It's the first time you want to say that it's a cell phone store in Ilsan, Gyeonggi -do, Gyeonggi -do.It's a business fund that I borrowed from my business because of my business. I entered and I was an account of Hana Inje deposit.I have to call in and call us.How do you work on our bank account at the window staff? So I'm going to call us, because I'm going to go in, but I'm more like a person than work.I have to wait a little bit.So even if you worry about it, it's like this.I'm going to register for Inje computer, so I'll call you at least the first deposit, and I'm waiting time.",1.0,"['first', 'time', 'want', 'say', 'cell', 'phone', 'store', 'Ilsan', 'Gyeonggi', 'Gyeonggi', 'doIts', 'business', 'fund', 'borrowed', 'business', 'business', 'entered', 'account', 'Hana', 'Inje', 'depositI', 'call', 'call', 'usHow', 'work', 'bank', 'account', 'window', 'staff', 'Im', 'going', 'call', 'u', 'Im', 'going', 'go', 'Im', 'like', 'person', 'workI', 'wait', 'little', 'bitSo', 'even', 'worry', 'like', 'thisIm', 'going', 'register', 'Inje', 'computer', 'Ill', 'call', 'least', 'first', 'deposit', 'Im', 'waiting', 'time']"
"Yes, I was annoyed by myself, and I reversed from a moment.",0.0,"['Yes', 'annoyed', 'reversed', 'moment']"
"I prepared and made it on the internet anyway, so I ordered it like that, so I ordered it like a date, and the date date was set in advance.like that",0.0,"['prepared', 'made', 'internet', 'anyway', 'ordered', 'like', 'ordered', 'like', 'date', 'date', 'date', 'set', 'advancelike']"
"It's something that's something. Anyway, I thought about it anyway, so I told my mom and dad.",0.0,"['something', 'thats', 'something', 'Anyway', 'thought', 'anyway', 'told', 'mom', 'dad']"
I don't know this year.,0.0,"['dont', 'know', 'year']"
"Until now, I will confirm the letter to the prosecutor's letter from now on today.",1.0,"['confirm', 'letter', 'prosecutor', 'letter', 'today']"
Other questions are the police officers in Seoul. This is the central area of the police station or in the style of the instructions from the means to the line number.Wait a while,1.0,"['question', 'police', 'officer', 'Seoul', 'central', 'area', 'police', 'station', 'style', 'instruction', 'mean', 'line', 'numberWait']"
I took out the phone right away from 119.,0.0,"['took', 'phone', 'right', 'away', '119']"
"Expected us, I think about the deposit and withdrawal account rental 250 I think it's illegal or illegal to smoke illegal girls.",1.0,"['Expected', 'u', 'think', 'deposit', 'withdrawal', 'account', 'rental', '250', 'think', 'illegal', 'illegal', 'smoke', 'illegal', 'girl']"
"If you hear the sound of the train, you can borrow the evidence and submit the evidence.Are you freezing in the illegal site of the bankbook?You're going to keep financial finance. I'm a cigarette.It will be a little bit of it.I use finance.",1.0,"['hear', 'sound', 'train', 'borrow', 'evidence', 'submit', 'evidenceAre', 'freezing', 'illegal', 'site', 'bankbookYoure', 'going', 'keep', 'financial', 'finance', 'Im', 'cigaretteIt', 'little', 'bit', 'itI', 'use', 'finance']"
"Kim Myung -cheol 76 This year, I'm not going to go back to anyone.It's because of our account's self -finding account because it's because of the self -discovery of Kim Young -cheol.",1.0,"['Kim', 'Myung', 'cheol', '76', 'year', 'Im', 'going', 'go', 'back', 'anyoneIts', 'account', 'self', 'finding', 'account', 'self', 'discovery', 'Kim', 'Young', 'cheol']"
"Honey, please look at the Seoul Central Prosecutor Kim Jin -sul Love. I contacted you a little bit. I'm Kim Jong -sil.",1.0,"['Honey', 'please', 'look', 'Seoul', 'Central', 'Prosecutor', 'Kim', 'Jin', 'sul', 'Love', 'contacted', 'little', 'bit', 'Im', 'Kim', 'Jong', 'sil']"
"First of all, I came out and contacted you.It has been summed up and has a limit of individual customer.",1.0,"['First', 'came', 'contacted', 'youIt', 'summed', 'limit', 'individual', 'customer']"
"Honey, I'll give you a brief, but I'll be briefly.You've met you because it's a woman. We'll meet you. We'll be able to investigate the cannon, but we have to investigate it in itself.I will meet you six investigators from Yeah, but I use data Wi -Fi.Separately in contact or where we will open a little, so I'll take a little bit of use.I don't know what my mother's bank account is as soon as possible.Is your account change? First, our procedure will be customized for a while later.I keep keeping it. First of all, I'm a little thank you for your cooperation. We're not a part of it. If it's partial cannon, thank you for your cooperation until today.Safety Measures Huh and I received the application number last time.It is a little helpful to investigate until the investigation is the end of the cell phone yesterday",1.0,"['Honey', 'Ill', 'give', 'brief', 'Ill', 'brieflyYouve', 'met', 'woman', 'Well', 'meet', 'Well', 'able', 'investigate', 'cannon', 'investigate', 'itselfI', 'meet', 'six', 'investigator', 'Yeah', 'use', 'data', 'Wi', 'FiSeparately', 'contact', 'open', 'little', 'Ill', 'take', 'little', 'bit', 'useI', 'dont', 'know', 'mother', 'bank', 'account', 'soon', 'possibleIs', 'account', 'change', 'First', 'procedure', 'customized', 'laterI', 'keep', 'keeping', 'First', 'Im', 'little', 'thank', 'cooperation', 'part', 'partial', 'cannon', 'thank', 'cooperation', 'todaySafety', 'Measures', 'Huh', 'received', 'application', 'number', 'last', 'timeIt', 'little', 'helpful', 'investigate', 'investigation', 'end', 'cell', 'phone', 'yesterday']"
"Really competitive so I think so much, but I'm talking a lot of doctors, and I'm talking about Mom.",0.0,"['Really', 'competitive', 'think', 'much', 'Im', 'talking', 'lot', 'doctor', 'Im', 'talking', 'Mom']"
"Seoul Central Prosecutor's Advanced Crime Investigator is a part of the investigation of the investigation of the case.I would like to tell you the six digits.Naver used Country Café Incident Incident Violation of the Electronic Financial Transactions Act.It is confirming the money transaction per day.I have to talk about the national human account of the financial revelation.I made a Kakao card.It would be a statement from Shinhan Kookmin Bank.The current bank account expenses and withdrawal banks are formed.It is a Human Agricultural Cooperative.If you have a account, you have to say that if you are a human, you are a human.Anyway, I can use it as a deposit and withdrawal fee.I only make it. I have a lot of progress in Gyeonggi -do, Seoul is not at all.If you have a kakao card, you can use Kakao Card to make a kakao card.Housing Subscription Deposit Deposit CMA Fund. It's Nonghyup.I need to just say that it's just less than a million units, so it's less than a million.Nonghyup formation property at all Nonghyup.I told you that I was punished by the words of the word.I put it on it, but we'll be issued by the summoning station. When will we be in my room until the summoning station, I will be in the cheonan residence.First of all, I'll call you again. I'll call you again.I don't have to face my face.",1.0,"['Seoul', 'Central', 'Prosecutors', 'Advanced', 'Crime', 'Investigator', 'part', 'investigation', 'investigation', 'caseI', 'would', 'like', 'tell', 'six', 'digitsNaver', 'used', 'Country', 'Café', 'Incident', 'Incident', 'Violation', 'Electronic', 'Financial', 'Transactions', 'ActIt', 'confirming', 'money', 'transaction', 'per', 'dayI', 'talk', 'national', 'human', 'account', 'financial', 'revelationI', 'made', 'Kakao', 'cardIt', 'would', 'statement', 'Shinhan', 'Kookmin', 'BankThe', 'current', 'bank', 'account', 'expense', 'withdrawal', 'bank', 'formedIt', 'Human', 'Agricultural', 'CooperativeIf', 'account', 'say', 'human', 'humanAnyway', 'use', 'deposit', 'withdrawal', 'feeI', 'make', 'lot', 'progress', 'Gyeonggi', 'Seoul', 'allIf', 'kakao', 'card', 'use', 'Kakao', 'Card', 'make', 'kakao', 'cardHousing', 'Subscription', 'Deposit', 'Deposit', 'CMA', 'Fund', 'NonghyupI', 'need', 'say', 'le', 'million', 'unit', 'le', 'millionNonghyup', 'formation', 'property', 'NonghyupI', 'told', 'punished', 'word', 'wordI', 'put', 'well', 'issued', 'summoning', 'station', 'room', 'summoning', 'station', 'cheonan', 'residenceFirst', 'Ill', 'call', 'Ill', 'call', 'againI', 'dont', 'face', 'face']"
"It was called by the Seoul Central District Prosecutors' Office.The purpose I contacted Kim Woong Daily is not selling money for money.Deposit High School Painting Status Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza Pizza When Pizza Pizza Pizza Pizza Pizza Pizza When the Latest Prosecution Responsibility Measures Drops 2,300 Damage Damage Me high Salt Height.Please make a call to change your ID card. Call your phone credit card.",1.0,"['called', 'Seoul', 'Central', 'District', 'Prosecutors', 'OfficeThe', 'purpose', 'contacted', 'Kim', 'Woong', 'Daily', 'selling', 'money', 'moneyDeposit', 'High', 'School', 'Painting', 'Status', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Pizza', 'Latest', 'Prosecution', 'Responsibility', 'Measures', 'Drops', '2300', 'Damage', 'Damage', 'high', 'Salt', 'HeightPlease', 'make', 'call', 'change', 'ID', 'card', 'Call', 'phone', 'credit', 'card']"
"The real side is a bit of a little bit of love, but it's just like that.",0.0,"['real', 'side', 'bit', 'little', 'bit', 'love', 'like']"
"Now that I am supporting the convenience store's leading industry, I'm going to give it because I will be because of the obligation to do it.In the case of the case in the case, you worked with the person.",1.0,"['supporting', 'convenience', 'store', 'leading', 'industry', 'Im', 'going', 'give', 'obligation', 'itIn', 'case', 'case', 'case', 'worked', 'person']"
"I will tell you all the nation. Safety security code account deposit is how to deposit the documents because of the MM, but you have to have a car.",1.0,"['tell', 'nation', 'Safety', 'security', 'code', 'account', 'deposit', 'deposit', 'document', 'MM', 'car']"
"It's a person, it's because it's a Nonghyup Shinhan Bank that I will contact you at the Uijeongbu Mor Mor of Gyeonggi -do.It's not like that.Employees are the basis for making customer information account cards, and I'm going to work with the manager.Hangul Tomorrow afternoon, send 38 video.",1.0,"['person', 'Nonghyup', 'Shinhan', 'Bank', 'contact', 'Uijeongbu', 'Mor', 'Mor', 'Gyeonggi', 'doIts', 'like', 'thatEmployees', 'basis', 'making', 'customer', 'information', 'account', 'card', 'Im', 'going', 'work', 'managerHangul', 'Tomorrow', 'afternoon', 'send', '38', 'video']"
"Customer Thursday afternoon, I called at Shinae Savings.If this is the afternoon this afternoon, all six processes will be completed again, if you have any responsibility for all responsibilities in the Sinae Saving Co., Ltd.I'm really sorry for the part. Of course, somebody will be wrong.Solution",1.0,"['Customer', 'Thursday', 'afternoon', 'called', 'Shinae', 'SavingsIf', 'afternoon', 'afternoon', 'six', 'process', 'completed', 'responsibility', 'responsibility', 'Sinae', 'Saving', 'Co', 'LtdIm', 'really', 'sorry', 'part', 'course', 'somebody', 'wrongSolution']"
